R,G,B,Is Plant
27,215,126,True
237,131,13,False
206,137,114,False
218,34,229,False
182,206,177,True
238,48,9,False
63,241,238,True
155,184,58,True
103,214,208,True
234,58,40,False
204,204,65,False
174,52,238,False
213,161,110,False
226,179,35,False
48,103,30,True
252,107,220,False
79,145,197,False
58,40,133,False
141,115,177,False
49,243,120,True
229,127,249,False
116,176,31,True
21,0,253,False
164,90,177,False
241,179,162,False
50,107,236,False
10,19,118,False
107,165,125,True
101,118,1,True
57,161,35,True
178,22,213,False
16,9,150,False
226,19,42,False
179,190,89,True
44,132,25,True
193,83,130,False
202,160,0,False
183,251,84,True
181,219,153,True
19,154,190,False
68,105,9,True
97,184,217,False
59,37,73,False
29,13,229,False
96,80,148,False
249,103,115,False
202,197,65,False
135,144,44,True
226,186,198,False
94,200,20,True
40,126,178,False
110,41,26,False
209,218,31,True
154,198,176,True
26,75,50,True
200,119,221,False
134,20,103,False
151,91,253,False
76,86,17,True
219,52,129,False
170,107,250,False
102,16,221,False
105,113,138,False
128,53,254,False
44,151,247,False
33,239,0,True
235,157,122,False
144,169,222,False
130,127,91,True
184,154,155,False
27,131,72,True
113,19,227,False
110,29,22,False
251,222,223,False
206,211,73,True
190,227,30,True
254,121,6,False
86,180,33,True
232,90,52,False
137,22,70,False
110,125,56,True
69,58,61,False
207,254,223,True
14,94,157,False
106,6,16,False
249,179,81,False
244,255,203,True
149,94,219,False
16,226,63,True
191,3,24,False
72,134,130,True
131,145,45,True
23,121,218,False
23,10,253,False
80,106,173,False
163,36,243,False
166,154,2,False
60,165,18,True
57,56,190,False
163,25,233,False
87,101,2,True
153,149,190,False
98,201,232,False
52,119,194,False
81,108,247,False
63,248,134,True
248,9,219,False
171,151,239,False
248,64,105,False
102,197,9,True
42,187,178,True
31,166,133,True
13,255,129,True
113,56,147,False
131,140,171,False
20,130,182,False
62,241,145,True
121,253,42,True
166,16,163,False
176,22,62,False
241,208,114,False
181,221,153,True
117,190,83,True
171,250,174,True
193,155,179,False
40,228,175,True
151,17,198,False
180,97,16,False
155,18,98,False
184,20,75,False
60,71,212,False
254,158,220,False
90,26,66,False
203,244,181,True
80,54,74,False
68,142,93,True
162,223,193,True
50,97,8,True
208,227,200,True
112,4,40,False
145,71,226,False
168,175,119,True
94,218,49,True
161,229,105,True
227,232,158,True
213,64,38,False
74,65,133,False
52,155,41,True
82,172,149,True
160,210,206,True
125,38,10,False
217,144,242,False
6,206,219,False
182,35,117,False
21,77,87,False
96,49,248,False
251,111,85,False
203,169,147,False
137,158,177,False
56,30,228,False
153,208,55,True
117,113,1,True
236,69,113,False
137,156,205,False
97,19,64,False
231,137,139,False
93,4,88,False
78,132,208,False
234,76,154,False
217,222,86,True
49,82,158,False
194,178,80,False
217,252,7,True
204,181,179,False
252,195,11,False
111,162,240,False
14,150,101,True
177,20,222,False
89,70,80,False
225,212,230,False
90,186,156,True
58,102,13,True
234,217,13,False
37,163,98,True
66,102,248,False
61,54,234,False
142,118,241,False
149,141,40,False
19,193,49,True
3,248,34,True
250,127,17,False
160,70,253,False
185,52,131,False
247,183,156,False
226,228,98,True
151,7,104,False
73,37,106,False
225,76,79,False
67,39,210,False
159,222,128,True
154,136,74,False
99,175,66,True
240,195,196,False
215,198,242,False
176,39,6,False
207,86,63,False
147,3,165,False
161,122,75,False
134,48,83,False
147,213,132,True
138,231,136,True
111,81,137,False
10,129,197,False
59,212,86,True
62,189,21,True
78,91,110,False
40,215,193,True
200,195,155,False
12,151,234,False
66,238,138,True
8,143,53,True
184,37,127,False
136,3,167,False
243,122,21,False
78,218,47,True
192,150,122,False
85,119,170,False
182,137,90,False
210,136,242,False
17,203,111,True
190,235,192,True
141,75,115,False
17,19,191,False
87,202,103,True
171,146,52,False
214,42,2,False
126,236,227,True
142,5,204,False
213,120,148,False
145,85,96,False
213,142,100,False
250,235,128,False
193,61,118,False
56,215,191,True
155,115,249,False
107,180,180,False
28,230,155,True
19,208,120,True
122,101,179,False
19,176,65,True
217,235,34,True
180,197,195,True
17,136,151,False
79,13,113,False
117,234,161,True
158,171,201,False
207,91,227,False
151,37,225,False
79,10,30,False
173,45,40,False
42,43,161,False
251,76,91,False
130,133,135,False
64,54,246,False
1,36,109,False
90,201,127,True
100,213,52,True
145,67,6,False
226,2,172,False
65,28,125,False
26,150,39,True
150,189,106,True
134,40,128,False
209,40,53,False
253,249,86,False
128,74,250,False
207,47,249,False
96,43,17,False
89,88,106,False
160,16,121,False
176,129,66,False
65,198,101,True
23,16,176,False
58,107,157,False
254,2,174,False
157,45,205,False
13,255,174,True
115,198,165,True
47,218,76,True
191,54,93,False
208,172,233,False
175,47,181,False
253,116,131,False
73,90,164,False
73,207,180,True
231,27,178,False
149,7,15,False
98,72,72,False
166,85,15,False
162,44,150,False
1,253,248,True
120,139,200,False
133,170,135,True
140,69,74,False
145,29,238,False
108,124,128,False
41,74,91,False
182,6,34,False
79,158,116,True
24,129,152,False
135,49,150,False
4,80,212,False
99,142,93,True
209,13,22,False
196,83,179,False
131,121,255,False
59,145,94,True
185,6,99,False
167,161,232,False
52,166,27,True
138,241,238,True
58,14,189,False
41,7,30,False
151,53,72,False
114,198,142,True
57,133,3,True
40,45,27,True
29,221,187,True
49,197,202,False
222,242,146,True
38,103,111,False
255,68,141,False
103,241,3,True
247,183,173,False
196,235,66,True
115,108,89,True
235,73,63,False
87,202,31,True
90,2,167,False
204,188,253,False
116,58,183,False
49,42,79,False
136,10,56,False
47,92,7,True
231,164,43,False
169,10,229,False
4,214,238,False
229,12,147,False
86,74,195,False
99,91,99,False
29,142,155,False
148,85,237,False
188,93,44,False
208,141,171,False
51,139,160,False
159,171,43,True
71,46,109,False
95,160,255,False
136,156,34,True
252,119,94,False
176,54,126,False
80,223,13,True
179,0,103,False
187,59,232,False
36,67,56,True
206,199,148,False
250,3,182,False
198,28,3,False
141,184,151,True
51,225,25,True
14,167,52,True
27,206,228,False
105,55,192,False
6,194,52,True
231,88,109,False
147,73,201,False
45,222,145,True
44,190,36,True
167,194,157,True
123,123,135,False
252,142,103,False
92,250,129,True
9,206,2,True
171,11,96,False
247,202,58,False
151,99,231,False
114,74,42,False
32,45,245,False
65,56,114,False
173,120,156,False
161,102,232,False
97,220,52,True
103,201,62,True
214,37,206,False
24,18,86,False
249,155,252,False
82,172,22,True
108,134,13,True
217,185,189,False
47,221,88,True
9,179,58,True
19,215,221,False
135,108,2,False
180,216,108,True
208,103,91,False
203,79,229,False
39,20,196,False
89,29,229,False
28,182,20,True
236,191,205,False
76,183,42,True
149,104,176,False
130,114,38,False
191,139,229,False
14,141,189,False
238,141,194,False
54,232,212,True
158,164,215,False
253,57,250,False
38,103,7,True
170,55,133,False
204,29,123,False
118,117,70,True
128,239,90,True
164,222,141,True
228,54,112,False
72,89,48,True
96,19,72,False
175,247,38,True
1,132,169,False
203,196,154,False
184,161,213,False
174,136,143,False
232,223,238,False
159,106,160,False
103,57,219,False
101,253,167,True
229,198,103,False
162,101,118,False
203,94,163,False
100,141,7,True
252,207,43,False
169,28,237,False
96,147,178,False
181,187,0,True
69,42,35,False
120,111,223,False
167,210,198,True
233,135,104,False
122,99,97,False
0,9,141,False
6,52,151,False
64,201,102,True
221,24,130,False
195,63,181,False
202,173,140,False
59,204,43,True
34,118,39,True
75,115,179,False
173,47,193,False
27,21,82,False
208,35,39,False
48,255,89,True
92,201,209,False
121,34,192,False
52,32,126,False
109,54,47,False
147,107,255,False
161,80,16,False
136,197,166,True
155,64,28,False
172,49,210,False
3,148,7,True
20,89,108,False
144,88,38,False
241,102,138,False
76,232,103,True
225,26,63,False
52,160,180,False
60,141,88,True
78,196,123,True
112,201,89,True
142,202,138,True
37,233,57,True
143,114,108,False
157,200,215,False
36,193,58,True
23,164,55,True
42,108,74,True
80,132,136,False
139,238,105,True
34,27,67,False
83,189,117,True
98,70,212,False
121,93,106,False
99,177,221,False
236,241,170,True
8,84,187,False
234,26,59,False
172,218,24,True
85,249,124,True
46,65,53,True
240,188,86,False
119,18,139,False
13,59,172,False
240,196,150,False
179,190,238,False
69,62,201,False
62,10,189,False
18,174,181,False
216,96,204,False
66,41,6,False
242,116,51,False
182,119,165,False
191,106,165,False
133,84,234,False
124,11,124,False
114,161,142,True
222,175,210,False
124,140,89,True
229,21,131,False
172,141,89,False
222,105,153,False
212,101,237,False
172,198,116,True
105,174,186,False
85,220,21,True
53,173,174,False
141,56,45,False
165,154,221,False
17,240,83,True
46,252,111,True
248,99,39,False
46,9,110,False
72,0,97,False
224,92,97,False
62,43,155,False
244,125,89,False
168,204,169,True
134,232,176,True
174,21,189,False
96,85,168,False
160,5,162,False
242,94,41,False
88,246,77,True
201,45,69,False
108,114,120,False
115,3,117,False
94,74,125,False
48,57,110,False
182,169,109,False
130,185,57,True
73,221,147,True
207,223,164,True
143,104,181,False
199,54,241,False
234,122,177,False
70,24,120,False
130,30,70,False
214,184,227,False
254,79,130,False
196,77,17,False
129,231,137,True
159,155,15,False
82,51,114,False
56,13,72,False
34,154,39,True
174,231,122,True
230,121,8,False
86,120,187,False
117,87,161,False
78,113,50,True
121,146,248,False
13,192,128,True
126,52,155,False
139,71,173,False
37,205,107,True
75,186,64,True
107,167,21,True
66,163,190,False
147,8,72,False
61,180,224,False
213,168,120,False
38,133,146,False
140,46,187,False
38,186,245,False
46,14,197,False
161,253,211,True
22,166,179,False
14,76,34,True
229,74,101,False
222,53,115,False
93,84,192,False
161,33,130,False
91,16,100,False
131,0,229,False
26,80,205,False
42,5,219,False
196,92,224,False
93,72,158,False
15,77,242,False
246,29,161,False
186,123,36,False
76,203,196,True
135,170,151,True
213,224,77,True
7,26,211,False
77,33,110,False
45,166,155,True
49,61,0,True
134,147,28,True
74,127,151,False
116,185,190,False
173,221,170,True
179,186,163,True
240,147,220,False
102,60,44,False
4,208,111,True
135,96,215,False
232,138,187,False
171,199,109,True
214,250,175,True
162,52,75,False
122,120,236,False
198,35,220,False
160,239,243,False
51,249,193,True
155,71,207,False
225,215,132,False
62,53,64,False
142,10,190,False
55,238,212,True
10,201,211,False
161,72,183,False
73,212,140,True
178,125,197,False
100,231,65,True
60,169,92,True
225,31,131,False
197,102,168,False
21,17,62,False
146,113,181,False
69,117,235,False
244,195,241,False
181,62,80,False
178,177,220,False
219,97,18,False
144,154,17,True
121,108,164,False
66,208,150,True
161,20,57,False
84,38,203,False
180,123,177,False
77,8,87,False
146,116,166,False
6,175,145,True
218,10,175,False
167,8,96,False
159,72,25,False
175,127,156,False
158,80,229,False
29,202,140,True
61,78,120,False
201,65,42,False
63,233,82,True
251,83,52,False
110,248,210,True
115,76,144,False
25,64,93,False
15,102,191,False
236,230,73,False
200,96,32,False
99,95,42,True
214,155,215,False
167,61,161,False
157,5,121,False
236,63,120,False
211,246,255,False
222,123,176,False
42,160,47,True
149,255,98,True
50,169,80,True
154,94,114,False
152,146,156,False
198,16,62,False
221,154,252,False
186,199,223,False
38,175,240,False
150,150,237,False
26,252,56,True
218,72,177,False
152,17,215,False
192,124,197,False
127,136,245,False
242,97,147,False
167,58,238,False
9,234,47,True
205,248,38,True
252,189,174,False
254,137,68,False
49,236,48,True
39,17,158,False
63,216,255,False
69,122,38,True
31,229,94,True
159,173,202,False
223,235,100,True
173,99,22,False
6,174,172,True
160,204,58,True
23,193,63,True
7,132,161,False
28,111,0,True
23,219,75,True
22,37,55,False
144,18,28,False
158,176,117,True
42,89,137,False
136,106,89,False
22,45,190,False
213,183,172,False
64,141,117,True
91,145,16,True
214,170,253,False
87,57,85,False
112,103,164,False
11,8,75,False
244,136,204,False
219,7,35,False
195,144,158,False
62,90,136,False
171,221,19,True
198,7,8,False
137,15,113,False
156,86,244,False
28,15,189,False
6,17,11,True
199,10,24,False
115,173,86,True
196,7,160,False
83,111,177,False
199,216,48,True
186,91,9,False
112,138,5,True
45,11,239,False
45,43,9,False
3,201,140,True
89,61,187,False
240,43,76,False
56,221,249,False
201,15,104,False
142,139,210,False
61,248,168,True
89,144,58,True
5,89,19,True
150,41,217,False
7,40,166,False
222,169,109,False
122,65,189,False
118,126,247,False
199,31,231,False
24,179,186,False
157,125,208,False
101,149,51,True
97,141,163,False
83,252,153,True
197,5,5,False
209,253,154,True
113,102,161,False
146,74,26,False
225,150,104,False
55,154,47,True
254,117,73,False
1,161,220,False
169,5,164,False
181,151,217,False
109,58,160,False
176,108,88,False
149,79,251,False
159,146,67,False
38,151,159,False
226,189,155,False
50,162,100,True
247,233,15,False
79,143,158,False
26,0,232,False
223,25,175,False
174,127,254,False
235,233,95,False
168,132,41,False
36,100,153,False
194,99,169,False
238,179,145,False
105,73,51,False
116,186,8,True
91,81,241,False
43,91,90,True
154,46,179,False
135,176,162,True
131,68,113,False
114,39,53,False
251,237,114,False
139,82,146,False
141,199,209,False
181,213,96,True
82,34,104,False
126,188,181,True
22,11,233,False
218,129,168,False
47,20,164,False
153,197,86,True
111,43,73,False
26,230,218,True
63,203,144,True
187,75,208,False
74,177,32,True
246,210,193,False
122,164,152,True
83,85,135,False
182,59,61,False
73,213,151,True
130,6,236,False
224,65,163,False
134,21,9,False
210,247,142,True
120,52,42,False
177,239,106,True
180,102,101,False
166,222,192,True
110,0,133,False
228,197,77,False
129,68,206,False
68,216,201,True
218,131,165,False
68,122,150,False
207,75,2,False
132,170,22,True
68,127,63,True
187,75,173,False
86,24,176,False
217,237,165,True
57,187,75,True
155,168,215,False
183,2,220,False
82,28,119,False
135,176,119,True
63,5,64,False
108,209,78,True
55,45,133,False
91,81,184,False
52,244,174,True
215,161,68,False
181,45,11,False
5,29,170,False
4,51,72,False
136,229,114,True
114,43,109,False
76,225,135,True
52,179,227,False
96,42,44,False
131,22,73,False
181,27,182,False
174,155,205,False
130,74,85,False
5,92,33,True
166,21,250,False
7,67,19,True
176,134,201,False
199,175,169,False
230,215,163,False
247,14,127,False
252,159,250,False
81,119,37,True
200,30,83,False
61,109,119,False
169,243,128,True
81,153,203,False
138,201,98,True
106,122,42,True
83,149,254,False
68,21,156,False
84,65,169,False
15,149,161,False
167,137,113,False
85,33,53,False
12,202,82,True
38,109,147,False
37,238,108,True
108,98,156,False
228,65,70,False
46,178,94,True
174,229,12,True
152,52,52,False
224,246,38,True
176,21,129,False
192,11,144,False
198,157,29,False
87,228,87,True
36,170,199,False
251,26,102,False
10,219,197,True
17,150,158,False
221,40,116,False
129,87,242,False
230,1,41,False
87,242,13,True
216,111,4,False
224,71,16,False
82,172,169,True
192,122,31,False
167,126,53,False
179,141,208,False
207,164,44,False
97,90,150,False
53,180,168,True
199,106,55,False
69,100,156,False
222,119,73,False
109,248,12,True
228,107,42,False
184,168,216,False
187,64,233,False
0,233,45,True
72,140,157,False
29,107,56,True
181,168,190,False
16,251,14,True
168,55,13,False
110,180,104,True
184,147,133,False
47,87,184,False
109,197,221,False
174,125,187,False
148,17,111,False
41,152,92,True
182,44,28,False
66,238,71,True
139,219,85,True
148,110,189,False
149,229,243,False
194,218,32,True
209,58,147,False
5,36,235,False
145,52,223,False
170,63,233,False
226,188,189,False
120,208,66,True
1,96,220,False
126,196,217,False
224,198,26,False
99,104,244,False
102,5,195,False
94,172,198,False
193,187,232,False
16,95,55,True
243,114,134,False
174,123,229,False
168,241,191,True
52,206,108,True
125,240,99,True
221,73,85,False
102,59,239,False
36,12,174,False
195,30,8,False
88,94,115,False
147,23,106,False
125,163,201,False
178,4,17,False
129,224,53,True
162,223,38,True
123,225,16,True
222,40,105,False
121,164,182,False
95,60,55,False
228,62,238,False
212,113,40,False
72,156,211,False
23,119,132,False
155,223,122,True
74,104,165,False
114,105,239,False
234,5,52,False
189,115,159,False
222,35,18,False
60,219,238,False
196,225,57,True
107,71,109,False
36,72,100,False
193,5,69,False
71,130,172,False
43,36,33,False
191,191,228,False
248,225,80,False
244,191,10,False
231,188,168,False
17,12,77,False
38,72,1,True
107,181,128,True
56,208,122,True
10,154,165,False
233,120,27,False
194,57,91,False
102,23,97,False
248,224,84,False
181,25,46,False
102,170,133,True
6,171,195,False
39,169,155,True
224,240,174,True
114,23,114,False
99,132,226,False
209,53,87,False
161,9,47,False
200,31,107,False
157,151,73,False
128,241,180,True
123,194,172,True
235,136,90,False
168,67,159,False
183,154,85,False
253,154,147,False
244,243,209,False
152,48,68,False
151,236,147,True
252,89,175,False
84,24,96,False
227,156,155,False
216,199,207,False
167,203,12,True
9,108,225,False
225,67,45,False
38,156,123,True
161,12,59,False
222,39,50,False
55,132,116,True
5,16,236,False
16,8,250,False
73,179,80,True
185,246,58,True
140,204,199,True
14,187,245,False
199,133,203,False
19,111,197,False
196,88,16,False
14,40,191,False
50,119,112,True
179,114,206,False
203,1,48,False
63,53,146,False
12,245,80,True
86,139,6,True
241,91,244,False
133,128,244,False
245,150,87,False
129,248,66,True
184,19,214,False
0,79,152,False
8,112,158,False
120,174,185,False
109,125,239,False
116,27,179,False
132,37,185,False
222,218,15,False
2,183,206,False
47,194,198,False
22,242,224,True
106,90,117,False
184,247,112,True
163,2,41,False
190,130,168,False
156,251,132,True
210,180,179,False
184,210,60,True
194,121,159,False
45,95,29,True
124,13,84,False
168,124,80,False
201,224,123,True
235,231,21,False
139,136,182,False
215,193,236,False
205,197,214,False
56,154,14,True
81,184,207,False
217,5,123,False
165,190,47,True
110,152,230,False
6,48,79,False
28,219,245,False
149,7,97,False
224,198,17,False
89,197,91,True
116,200,173,True
48,201,253,False
9,2,0,False
188,98,120,False
252,80,204,False
115,185,72,True
112,17,117,False
85,83,2,True
74,157,44,True
141,109,83,False
198,72,119,False
30,134,199,False
174,48,110,False
225,165,19,False
144,179,171,True
94,165,95,True
214,172,220,False
60,118,161,False
215,211,117,False
238,229,60,False
17,237,215,True
9,141,221,False
156,148,235,False
108,80,117,False
177,202,21,True
240,89,236,False
108,124,142,False
254,151,176,False
133,18,96,False
153,223,212,True
161,172,247,False
177,109,224,False
31,92,213,False
216,56,196,False
246,198,193,False
6,140,243,False
120,30,161,False
114,77,86,False
190,62,224,False
2,156,16,True
201,75,203,False
91,152,77,True
11,29,30,False
5,133,138,False
58,173,152,True
191,173,204,False
121,252,82,True
126,10,176,False
218,146,170,False
15,24,40,False
130,177,241,False
1,183,178,True
152,254,194,True
66,103,131,False
83,33,224,False
251,85,136,False
58,25,220,False
106,215,39,True
149,182,196,False
57,143,115,True
47,174,149,True
104,68,25,False
30,12,75,False
112,239,243,False
63,183,68,True
57,60,76,False
59,227,194,True
170,71,71,False
31,17,73,False
115,85,30,False
119,13,129,False
193,149,163,False
235,152,125,False
142,119,119,False
169,25,158,False
238,117,56,False
245,97,238,False
14,3,118,False
52,149,222,False
205,125,7,False
254,71,182,False
218,205,110,False
119,139,2,True
80,210,11,True
80,165,6,True
117,25,135,False
128,46,175,False
217,130,136,False
78,86,68,True
9,220,191,True
113,163,174,False
142,135,81,False
138,123,64,False
205,171,201,False
57,4,236,False
102,81,161,False
135,163,0,True
209,54,124,False
167,250,214,True
40,71,181,False
247,118,92,False
187,2,110,False
0,200,162,True
197,86,91,False
39,13,248,False
75,125,33,True
28,56,47,True
217,236,64,True
183,209,30,True
189,253,175,True
14,23,246,False
76,77,201,False
131,198,174,True
216,199,86,False
196,226,143,True
243,8,245,False
31,254,111,True
27,196,71,True
207,41,248,False
210,95,116,False
176,90,64,False
169,202,39,True
247,227,23,False
199,20,234,False
138,64,240,False
174,135,223,False
187,248,128,True
196,150,145,False
24,39,114,False
190,150,76,False
34,57,64,False
236,93,186,False
133,174,75,True
145,84,76,False
94,245,24,True
234,144,103,False
98,196,27,True
63,214,21,True
90,57,166,False
123,108,197,False
92,255,246,True
62,193,61,True
230,250,51,True
79,121,224,False
242,196,70,False
205,38,147,False
142,210,112,True
216,171,170,False
186,189,161,True
131,167,200,False
63,112,8,True
125,4,155,False
118,233,196,True
178,232,110,True
173,7,46,False
214,86,155,False
78,111,92,True
113,214,38,True
53,198,163,True
226,172,20,False
15,222,49,True
194,14,145,False
121,185,214,False
243,220,91,False
66,74,133,False
220,84,18,False
91,111,46,True
180,163,190,False
167,114,123,False
228,106,157,False
156,80,108,False
37,68,56,True
175,130,51,False
156,147,38,False
22,94,244,False
15,196,121,True
166,110,159,False
22,144,231,False
47,191,11,True
4,135,13,True
30,195,196,False
247,52,197,False
45,208,30,True
227,155,46,False
31,69,133,False
239,118,183,False
32,41,219,False
247,52,55,False
106,210,117,True
212,147,135,False
35,1,37,False
206,136,42,False
145,89,14,False
15,26,112,False
124,237,190,True
132,4,255,False
184,49,155,False
6,0,255,False
0,203,46,True
193,230,88,True
130,167,130,True
69,26,244,False
53,78,47,True
52,168,156,True
213,184,63,False
167,33,22,False
234,12,248,False
224,111,36,False
141,105,51,False
76,108,219,False
170,61,232,False
95,122,248,False
189,168,119,False
177,11,171,False
250,182,64,False
127,204,176,True
153,23,39,False
67,254,103,True
121,52,244,False
161,13,46,False
187,71,21,False
33,126,76,True
189,128,206,False
182,226,172,True
61,138,24,True
55,52,115,False
68,244,240,True
37,42,41,True
143,47,125,False
83,19,222,False
23,38,27,True
221,176,63,False
159,95,55,False
6,200,209,False
217,182,215,False
203,172,77,False
91,212,103,True
5,246,1,True
73,128,118,True
189,175,44,False
35,49,109,False
64,215,59,True
62,231,39,True
106,73,246,False
128,186,6,True
230,47,130,False
236,75,219,False
51,208,32,True
72,31,61,False
11,32,184,False
86,42,255,False
29,219,193,True
202,28,211,False
141,232,159,True
161,121,23,False
218,3,21,False
136,203,194,True
134,104,245,False
123,181,51,True
34,199,244,False
209,96,52,False
250,234,60,False
168,51,106,False
150,227,96,True
70,70,133,False
65,183,97,True
248,174,242,False
70,180,132,True
248,206,88,False
5,184,12,True
100,96,52,True
135,202,89,True
128,109,160,False
28,251,218,True
226,188,130,False
226,59,54,False
43,97,100,False
38,18,101,False
201,220,142,True
127,5,105,False
214,246,231,True
223,22,93,False
189,68,91,False
251,100,23,False
184,105,232,False
73,45,208,False
190,78,42,False
98,116,72,True
133,64,109,False
33,11,186,False
107,172,153,True
39,2,33,False
11,154,74,True
6,88,38,True
119,170,19,True
93,71,199,False
200,216,200,True
83,100,192,False
200,208,52,True
194,157,116,False
39,95,224,False
100,46,139,False
145,124,205,False
0,84,215,False
215,50,240,False
183,100,112,False
96,20,93,False
154,167,43,True
247,42,63,False
251,225,101,False
13,68,225,False
50,248,78,True
64,199,247,False
139,131,45,False
208,111,255,False
93,248,5,True
195,115,215,False
208,60,206,False
121,238,121,True
12,161,3,True
211,164,196,False
124,116,241,False
225,62,227,False
25,177,227,False
12,105,67,True
93,228,9,True
64,130,116,True
53,89,90,False
65,181,5,True
15,87,27,True
91,133,236,False
111,144,215,False
79,145,228,False
16,135,199,False
95,207,78,True
254,224,80,False
12,132,32,True
125,128,119,True
88,123,185,False
223,175,165,False
63,39,173,False
185,0,208,False
247,3,242,False
73,202,211,False
109,184,4,True
197,197,72,False
160,212,31,True
137,208,105,True
217,88,85,False
133,242,132,True
86,176,228,False
5,63,134,False
17,61,109,False
199,237,221,True
104,90,81,False
171,15,10,False
102,159,220,False
13,108,2,True
193,183,229,False
236,165,88,False
144,63,81,False
163,181,20,True
187,19,225,False
50,1,223,False
228,191,10,False
142,77,77,False
23,228,87,True
177,240,214,True
184,227,146,True
172,73,51,False
12,119,244,False
225,182,132,False
79,253,22,True
159,243,71,True
1,132,49,True
29,77,34,True
69,39,39,False
134,24,166,False
99,140,245,False
149,154,37,True
99,133,128,True
44,239,239,False
94,161,41,True
99,113,154,False
23,114,178,False
249,94,132,False
2,182,133,True
216,131,206,False
122,121,169,False
146,229,90,True
145,118,131,False
157,12,174,False
105,17,187,False
6,244,82,True
96,66,68,False
44,224,171,True
221,50,10,False
255,254,145,False
43,191,183,True
115,87,114,False
50,153,173,False
103,59,29,False
83,3,50,False
233,211,226,False
194,8,5,False
19,118,251,False
109,234,54,True
201,62,13,False
33,38,61,False
232,42,222,False
45,143,213,False
112,40,116,False
159,39,4,False
153,10,68,False
173,223,36,True
26,109,181,False
0,31,120,False
35,152,203,False
34,39,66,False
152,180,1,True
5,213,6,True
146,146,191,False
46,160,143,True
241,187,76,False
218,49,127,False
91,15,125,False
10,20,208,False
90,245,215,True
144,12,57,False
116,210,198,True
129,230,13,True
193,180,202,False
141,50,116,False
24,108,159,False
140,3,110,False
52,155,64,True
34,46,247,False
24,0,33,False
115,158,41,True
39,208,33,True
65,247,178,True
2,93,31,True
30,44,74,False
4,251,133,True
33,47,251,False
244,109,168,False
157,22,140,False
130,148,184,False
12,7,12,False
190,28,29,False
204,9,16,False
96,17,32,False
11,69,176,False
179,52,48,False
121,111,161,False
220,137,11,False
206,14,70,False
134,5,242,False
224,113,22,False
153,175,224,False
172,125,90,False
244,13,97,False
217,69,28,False
129,169,102,True
13,253,113,True
129,182,181,True
206,75,175,False
185,41,2,False
243,154,174,False
198,223,51,True
22,250,127,True
94,95,17,True
72,16,162,False
142,208,46,True
29,17,217,False
255,162,163,False
198,196,238,False
101,83,99,False
29,105,182,False
50,30,238,False
131,198,231,False
145,70,219,False
146,62,138,False
59,106,182,False
22,67,3,True
36,143,140,True
237,79,219,False
177,145,204,False
182,82,2,False
38,8,203,False
243,191,252,False
56,204,173,True
224,11,242,False
62,8,183,False
23,202,152,True
235,97,13,False
95,215,122,True
73,247,240,True
27,77,211,False
168,249,98,True
99,100,85,True
61,20,96,False
74,253,18,True
113,59,132,False
207,150,227,False
7,232,73,True
106,111,168,False
130,13,206,False
63,12,236,False
49,14,108,False
6,107,132,False
91,135,68,True
208,34,212,False
207,214,213,True
69,112,148,False
215,1,4,False
108,19,142,False
8,108,162,False
158,6,66,False
20,40,27,True
210,17,227,False
20,157,170,False
17,85,73,True
74,94,248,False
69,59,194,False
36,172,46,True
150,44,208,False
169,233,214,True
119,69,122,False
98,20,76,False
100,43,123,False
88,110,63,True
180,205,238,False
198,23,67,False
73,182,95,True
31,66,178,False
24,135,189,False
3,30,241,False
25,139,93,True
125,191,41,True
126,35,149,False
192,209,80,True
243,91,38,False
220,44,189,False
201,91,55,False
91,210,143,True
144,168,46,True
193,242,104,True
157,124,50,False
180,135,101,False
135,27,131,False
221,173,95,False
207,162,44,False
93,175,171,True
109,12,46,False
236,153,237,False
198,41,0,False
124,139,35,True
207,77,204,False
218,117,195,False
97,116,168,False
115,122,66,True
206,218,157,True
63,105,218,False
236,168,57,False
67,66,128,False
48,195,165,True
62,96,97,False
86,246,250,False
252,7,160,False
241,187,193,False
22,141,203,False
99,19,248,False
147,144,243,False
104,248,149,True
53,34,100,False
180,226,15,True
192,37,249,False
52,91,173,False
134,195,91,True
210,94,137,False
60,65,121,False
155,177,224,False
57,146,78,True
5,97,182,False
250,158,235,False
145,30,70,False
91,174,235,False
131,80,24,False
177,3,20,False
147,111,10,False
17,213,80,True
135,129,32,False
90,142,136,True
49,13,219,False
57,169,90,True
251,61,177,False
143,96,157,False
9,50,201,False
40,130,144,False
76,15,136,False
52,139,47,True
52,135,55,True
177,231,140,True
148,40,79,False
31,60,157,False
199,126,69,False
178,158,233,False
230,184,221,False
250,158,170,False
35,104,252,False
220,215,96,False
91,21,67,False
36,84,91,False
204,222,70,True
79,208,42,True
25,73,215,False
34,166,180,False
50,90,58,True
138,235,202,True
6,122,9,True
123,122,74,True
252,39,233,False
117,198,83,True
33,35,254,False
248,131,111,False
91,80,44,False
43,199,216,False
47,45,226,False
117,34,94,False
89,31,253,False
227,170,221,False
186,209,18,True
119,168,173,False
54,131,155,False
158,60,52,False
92,92,92,False
116,20,9,False
193,227,14,True
163,112,153,False
136,63,64,False
138,111,26,False
2,131,199,False
151,31,166,False
168,81,50,False
109,16,248,False
9,52,77,False
65,252,198,True
237,69,119,False
236,56,40,False
227,195,29,False
69,250,185,True
109,229,148,True
81,49,194,False
179,70,215,False
111,226,54,True
